flex_fraction,absorbed_gwh,pct
0.2,1582.4939111946524,2.8232921724173266
0.4,3092.256571583762,5.516826138729206
0.6,4544.287138159893,8.107361561156392
0.8,5947.419287622877,10.610658405727106
1.0,7307.674803588882,13.037460002590837
