Datetime,hour,date,month,dayofweek,curtailment_MW,curtailment_MWh,grid_price,profile_util_pct,profile_util_frac,normal_demand_MW,effective_price,daily_rank,shift_scheduled,shiftable_dispatch_MW,total_demand_MW,total_demand_MWh,from_curtailment_MW,from_curtailment_MWh,from_grid_MW,from_grid_MWh,cost_curtailed_gbp,cost_grid_gbp,total_cost_gbp,counterfactual_cost_gbp,savings_gbp,curtailment_absorbed_MWh,curtailment_remaining_MWh
2024-04-01 05:00:00,5,2024-04-01,2024-04,0,0.0,0.0,77.87,19.84568222023917,0.1984568222023917,276.19270324846156,77.87,27.0,1.0,100.0,376.19270324846156,188.09635162423078,0.0,0.0,376.19270324846156,188.09635162423078,0.0,14647.062900978852,14647.062900978852,14647.062900978852,0.0,0.0,0.0
2024-04-01 05:30:00,5,2024-04-01,2024-04,0,0.0,0.0,76.19,19.84568222023917,0.1984568222023917,276.19270324846156,76.19,26.0,1.0,100.0,376.19270324846156,188.09635162423078,0.0,0.0,376.19270324846156,188.09635162423078,0.0,14331.061030250143,14331.061030250143,14331.061030250143,0.0,0.0,0.0
2024-04-01 06:00:00,6,2024-04-01,2024-04,0,0.0,0.0,69.26,20.01495781733786,0.20014957817337858,290.9064902205922,69.26,24.0,1.0,100.0,390.9064902205922,195.4532451102961,0.0,0.0,390.9064902205922,195.4532451102961,0.0,13537.09175633911,13537.09175633911,13537.09175633911,0.0,0.0,0.0
2024-04-01 06:30:00,6,2024-04-01,2024-04,0,0.0,0.0,56.86,20.01495781733786,0.20014957817337858,290.9064902205922,56.86,19.0,1.0,100.0,390.9064902205922,195.4532451102961,0.0,0.0,390.9064902205922,195.4532451102961,0.0,11113.471516971436,11113.471516971436,11113.471516971436,0.0,0.0,0.0
2024-04-01 07:00:00,7,2024-04-01,2024-04,0,0.0,0.0,51.05,20.22966321594233,0.2022966321594233,309.5691300279758,51.05,14.0,1.0,100.0,409.5691300279758,204.7845650139879,0.0,0.0,409.5691300279758,204.7845650139879,0.0,10454.252043964081,10454.252043964081,10454.252043964081,0.0,0.0,0.0
2024-04-01 07:30:00,7,2024-04-01,2024-04,0,0.0,0.0,56.37,20.22966321594233,0.2022966321594233,309.5691300279758,56.37,18.0,1.0,100.0,409.5691300279758,204.7845650139879,0.0,0.0,409.5691300279758,204.7845650139879,0.0,11543.705929838497,11543.705929838497,11543.705929838497,0.0,0.0,0.0
2024-04-01 08:00:00,8,2024-04-01,2024-04,0,0.0,0.0,59.55,20.4117081893032,0.20411708189303202,325.3928577435391,59.55,20.0,1.0,100.0,425.3928577435391,212.69642887176954,0.0,0.0,425.3928577435391,212.69642887176954,0.0,12666.072339313876,12666.072339313876,12666.072339313876,0.0,0.0,0.0
2024-04-01 08:30:00,8,2024-04-01,2024-04,0,0.0,0.0,72.19,20.4117081893032,0.20411708189303202,325.3928577435391,72.19,25.0,1.0,100.0,425.3928577435391,212.69642887176954,0.0,0.0,425.3928577435391,212.69642887176954,0.0,15354.555200253042,15354.555200253042,15354.555200253042,0.0,0.0,0.0
2024-04-01 09:00:00,9,2024-04-01,2024-04,0,0.0,0.0,85.28,20.560769865650524,0.20560769865650524,338.3496086815052,85.28,47.0,0.0,0.0,338.3496086815052,169.1748043407526,0.0,0.0,338.3496086815052,169.1748043407526,0.0,14427.227314179381,14427.227314179381,14427.227314179381,0.0,0.0,0.0
2024-04-01 09:30:00,9,2024-04-01,2024-04,0,0.0,0.0,87.04,20.560769865650524,0.20560769865650524,338.3496086815052,87.04,48.0,0.0,0.0,338.3496086815052,169.1748043407526,0.0,0.0,338.3496086815052,169.1748043407526,0.0,14724.974969819106,14724.974969819106,14724.974969819106,0.0,0.0,0.0
2024-04-01 10:00:00,10,2024-04-01,2024-04,0,0.0,0.0,84.85,20.743686287036635,0.20743686287036633,354.2490844719263,84.85,46.0,0.0,0.0,354.2490844719263,177.12454223596316,0.0,0.0,354.2490844719263,177.12454223596316,0.0,15029.017408721473,15029.017408721473,15029.017408721473,0.0,0.0,0.0
2024-04-01 10:30:00,10,2024-04-01,2024-04,0,0.0,0.0,64.31,20.743686287036635,0.20743686287036633,354.2490844719263,64.31,21.0,1.0,100.0,454.2490844719263,227.12454223596316,0.0,0.0,454.2490844719263,227.12454223596316,0.0,14606.37931119479,14606.37931119479,14606.37931119479,0.0,0.0,0.0
2024-04-01 11:00:00,11,2024-04-01,2024-04,0,0.0,0.0,65.85,20.807275763457337,0.20807275763457336,359.7764140206625,65.85,22.0,1.0,100.0,459.7764140206625,229.88820701033126,0.0,0.0,459.7764140206625,229.88820701033126,0.0,15138.138431630312,15138.138431630312,15138.138431630312,0.0,0.0,0.0
2024-04-01 11:30:00,11,2024-04-01,2024-04,0,0.0,0.0,55.69,20.807275763457337,0.20807275763457336,359.7764140206625,55.69,17.0,1.0,100.0,459.7764140206625,229.88820701033126,0.0,0.0,459.7764140206625,229.88820701033126,0.0,12802.474248405348,12802.474248405348,12802.474248405348,0.0,0.0,0.0
2024-04-01 12:00:00,12,2024-04-01,2024-04,0,0.0,0.0,80.0,20.826079389747957,0.20826079389747956,361.410864327061,80.0,29.0,1.0,100.0,461.410864327061,230.7054321635305,0.0,0.0,461.410864327061,230.7054321635305,0.0,18456.43457308244,18456.43457308244,18456.43457308244,0.0,0.0,0.0
2024-04-01 12:30:00,12,2024-04-01,2024-04,0,0.0,0.0,80.0,20.826079389747957,0.20826079389747956,361.410864327061,80.0,30.0,1.0,100.0,461.410864327061,230.7054321635305,0.0,0.0,461.410864327061,230.7054321635305,0.0,18456.43457308244,18456.43457308244,18456.43457308244,0.0,0.0,0.0
2024-04-01 13:00:00,13,2024-04-01,2024-04,0,0.0,0.0,80.0,20.8674337719002,0.20867433771900198,365.00547323573574,80.0,31.0,1.0,100.0,465.00547323573574,232.50273661786787,0.0,0.0,465.00547323573574,232.50273661786787,0.0,18600.21892942943,18600.21892942943,18600.21892942943,0.0,0.0,0.0
2024-04-01 13:30:00,13,2024-04-01,2024-04,0,0.0,0.0,80.0,20.8674337719002,0.20867433771900198,365.00547323573574,80.0,32.0,1.0,100.0,465.00547323573574,232.50273661786787,0.0,0.0,465.00547323573574,232.50273661786787,0.0,18600.21892942943,18600.21892942943,18600.21892942943,0.0,0.0,0.0
2024-04-01 14:00:00,14,2024-04-01,2024-04,0,0.0,0.0,80.0,20.959576533325396,0.20959576533325397,373.01471370436514,80.0,33.0,1.0,100.0,473.01471370436514,236.50735685218257,0.0,0.0,473.01471370436514,236.50735685218257,0.0,18920.588548174605,18920.588548174605,18920.588548174605,0.0,0.0,0.0
2024-04-01 14:30:00,14,2024-04-01,2024-04,0,0.0,0.0,80.0,20.959576533325396,0.20959576533325397,373.01471370436514,80.0,34.0,1.0,100.0,473.01471370436514,236.50735685218257,0.0,0.0,473.01471370436514,236.50735685218257,0.0,18920.588548174605,18920.588548174605,18920.588548174605,0.0,0.0,0.0
2024-04-01 15:00:00,15,2024-04-01,2024-04,0,0.0,0.0,80.0,20.98241637216104,0.2098241637216104,375.0,80.0,35.0,0.0,0.0,375.0,187.5,0.0,0.0,375.0,187.5,0.0,15000.0,15000.0,15000.0,0.0,0.0,0.0
2024-04-01 15:30:00,15,2024-04-01,2024-04,0,0.0,0.0,80.0,20.98241637216104,0.2098241637216104,375.0,80.0,36.0,0.0,0.0,375.0,187.5,0.0,0.0,375.0,187.5,0.0,15000.0,15000.0,15000.0,0.0,0.0,0.0
2024-04-01 16:00:00,16,2024-04-01,2024-04,0,0.0,0.0,80.0,20.904205393498877,0.20904205393498876,368.2017390655192,80.0,37.0,0.0,0.0,368.2017390655192,184.1008695327596,0.0,0.0,368.2017390655192,184.1008695327596,0.0,14728.069562620767,14728.069562620767,14728.069562620767,0.0,0.0,0.0
2024-04-01 16:30:00,16,2024-04-01,2024-04,0,0.0,0.0,80.0,20.904205393498877,0.20904205393498876,368.2017390655192,80.0,38.0,0.0,0.0,368.2017390655192,184.1008695327596,0.0,0.0,368.2017390655192,184.1008695327596,0.0,14728.069562620767,14728.069562620767,14728.069562620767,0.0,0.0,0.0
2024-04-01 17:00:00,17,2024-04-01,2024-04,0,0.0,0.0,80.0,20.74996971647458,0.2074996971647458,354.7952532274291,80.0,39.0,0.0,0.0,354.7952532274291,177.39762661371455,0.0,0.0,354.7952532274291,177.39762661371455,0.0,14191.810129097164,14191.810129097164,14191.810129097164,0.0,0.0,0.0
2024-04-01 17:30:00,17,2024-04-01,2024-04,0,0.0,0.0,80.0,20.74996971647458,0.2074996971647458,354.7952532274291,80.0,40.0,0.0,0.0,354.7952532274291,177.39762661371455,0.0,0.0,354.7952532274291,177.39762661371455,0.0,14191.810129097164,14191.810129097164,14191.810129097164,0.0,0.0,0.0
2024-04-01 18:00:00,18,2024-04-01,2024-04,0,0.0,0.0,80.0,20.61285331839881,0.20612853318398808,342.87681072152805,80.0,41.0,0.0,0.0,342.87681072152805,171.43840536076402,0.0,0.0,342.87681072152805,171.43840536076402,0.0,13715.072428861122,13715.072428861122,13715.072428861122,0.0,0.0,0.0
2024-04-01 18:30:00,18,2024-04-01,2024-04,0,0.0,0.0,80.0,20.61285331839881,0.20612853318398808,342.87681072152805,80.0,42.0,0.0,0.0,342.87681072152805,171.43840536076402,0.0,0.0,342.87681072152805,171.43840536076402,0.0,13715.072428861122,13715.072428861122,13715.072428861122,0.0,0.0,0.0
2024-04-01 19:00:00,19,2024-04-01,2024-04,0,0.0,0.0,80.0,20.5107044882575,0.205107044882575,333.99782194870863,80.0,43.0,0.0,0.0,333.99782194870863,166.99891097435432,0.0,0.0,333.99782194870863,166.99891097435432,0.0,13359.912877948345,13359.912877948345,13359.912877948345,0.0,0.0,0.0
2024-04-01 19:30:00,19,2024-04-01,2024-04,0,0.0,0.0,80.0,20.5107044882575,0.205107044882575,333.99782194870863,80.0,44.0,0.0,0.0,333.99782194870863,166.99891097435432,0.0,0.0,333.99782194870863,166.99891097435432,0.0,13359.912877948345,13359.912877948345,13359.912877948345,0.0,0.0,0.0
2024-04-01 20:00:00,20,2024-04-01,2024-04,0,0.0,0.0,80.0,20.39141582448095,0.20391415824480952,323.6290031875793,80.0,45.0,0.0,0.0,323.6290031875793,161.81450159378966,0.0,0.0,323.6290031875793,161.81450159378966,0.0,12945.160127503172,12945.160127503172,12945.160127503172,0.0,0.0,0.0
2024-04-01 20:30:00,20,2024-04-01,2024-04,0,484.8,242.4,80.0,20.39141582448095,0.20391415824480952,323.6290031875793,20.0,1.0,1.0,100.0,423.6290031875793,211.81450159378966,423.6290031875793,211.81450159378966,0.0,0.0,4236.290031875793,0.0,4236.290031875793,16945.16012750317,12708.870095627379,211.81450159378966,30.58549840621035
2024-04-01 21:00:00,21,2024-04-01,2024-04,0,683.836,341.918,80.0,20.255038049095678,0.20255038049095678,311.7747633021803,20.0,2.0,1.0,100.0,411.7747633021803,205.88738165109015,411.7747633021803,205.88738165109015,0.0,0.0,4117.747633021803,0.0,4117.747633021803,16470.990532087213,12353.24289906541,205.88738165109015,136.03061834890985
2024-04-01 21:30:00,21,2024-04-01,2024-04,0,647.9,323.95,80.0,20.255038049095678,0.20255038049095678,311.7747633021803,20.0,3.0,1.0,100.0,411.7747633021803,205.88738165109015,411.7747633021803,205.88738165109015,0.0,0.0,4117.747633021803,0.0,4117.747633021803,16470.990532087213,12353.24289906541,205.88738165109015,118.06261834890984
2024-04-01 22:00:00,22,2024-04-01,2024-04,0,626.068,313.034,80.0,20.18340427667392,0.2018340427667392,305.5482068138912,20.0,4.0,1.0,100.0,405.5482068138912,202.7741034069456,405.5482068138912,202.7741034069456,0.0,0.0,4055.4820681389124,0.0,4055.4820681389124,16221.92827255565,12166.446204416738,202.7741034069456,110.25989659305438
2024-04-01 22:30:00,22,2024-04-01,2024-04,0,518.7,259.35,80.0,20.18340427667392,0.2018340427667392,305.5482068138912,20.0,5.0,1.0,100.0,405.5482068138912,202.7741034069456,405.5482068138912,202.7741034069456,0.0,0.0,4055.4820681389124,0.0,4055.4820681389124,16221.92827255565,12166.446204416738,202.7741034069456,56.57589659305441
2024-04-01 23:00:00,23,2024-04-01,2024-04,0,629.9639999999999,314.98199999999997,80.0,20.07128298545513,0.2007128298545513,295.8023909827311,20.0,6.0,1.0,100.0,395.8023909827311,197.90119549136554,395.8023909827311,197.90119549136554,0.0,0.0,3958.023909827311,0.0,3958.023909827311,15832.095639309244,11874.071729481933,197.90119549136554,117.08080450863443
