Date,Settlement_Period,total_curtailment_MWh,num_farms_curtailed,Datetime,curtailment_MW,Hour,HourInt,Month,MonthInt,dc_util_pct,dc_headroom_pct,absorbed_Small DC cluster (200 MW)_MWh,flex_avail_Small DC cluster (200 MW)_MW,absorbed_Medium portfolio (500 MW)_MWh,flex_avail_Medium portfolio (500 MW)_MW,absorbed_Large portfolio (1 GW)_MWh,flex_avail_Large portfolio (1 GW)_MW,absorbed_Full UK flex (2 GW)_MWh,flex_avail_Full UK flex (2 GW)_MW
2024-10-31,31,3510.738,44,2024-10-31 15:00:00,7021.476,15.0,15,2024-10,10,20.654435516279108,79.34556448372089,39.672782241860446,79.34556448372089,99.18195560465111,198.36391120930222,198.36391120930222,396.72782241860443,396.72782241860443,793.4556448372089
2024-10-31,32,3395.082,42,2024-10-31 15:30:00,6790.164,15.5,15,2024-10,10,20.654435516279108,79.34556448372089,39.672782241860446,79.34556448372089,99.18195560465111,198.36391120930222,198.36391120930222,396.72782241860443,396.72782241860443,793.4556448372089
2024-10-31,33,3446.934,39,2024-10-31 16:00:00,6893.868,16.0,16,2024-10,10,20.83997135114329,79.16002864885671,39.580014324428355,79.16002864885671,98.95003581107088,197.90007162214175,197.90007162214175,395.8001432442835,395.8001432442835,791.600286488567
2024-10-31,34,3385.65,41,2024-10-31 16:30:00,6771.3,16.5,16,2024-10,10,20.83997135114329,79.16002864885671,39.580014324428355,79.16002864885671,98.95003581107088,197.90007162214175,197.90007162214175,395.8001432442835,395.8001432442835,791.600286488567
2024-10-31,35,3446.62,38,2024-10-31 17:00:00,6893.24,17.0,17,2024-10,10,20.73165837997064,79.26834162002936,39.63417081001468,79.26834162002936,99.0854270250367,198.1708540500734,198.1708540500734,396.3417081001468,396.3417081001468,792.6834162002935
2024-10-31,36,3507.15,39,2024-10-31 17:30:00,7014.3,17.5,17,2024-10,10,20.73165837997064,79.26834162002936,39.63417081001468,79.26834162002936,99.0854270250367,198.1708540500734,198.1708540500734,396.3417081001468,396.3417081001468,792.6834162002935
2024-10-31,37,3558.548,39,2024-10-31 18:00:00,7117.096,18.0,18,2024-10,10,20.379899224454903,79.6201007755451,39.81005038777255,79.6201007755451,99.52512596943137,199.05025193886274,199.05025193886274,398.1005038777255,398.1005038777255,796.201007755451
2024-10-31,38,3529.518,44,2024-10-31 18:30:00,7059.036,18.5,18,2024-10,10,20.379899224454903,79.6201007755451,39.81005038777255,79.6201007755451,99.52512596943137,199.05025193886274,199.05025193886274,398.1005038777255,398.1005038777255,796.201007755451
2024-10-31,39,3519.514,43,2024-10-31 19:00:00,7039.028,19.0,19,2024-10,10,20.458033217412154,79.54196678258785,39.770983391293925,79.54196678258785,99.42745847823481,198.85491695646962,198.85491695646962,397.70983391293925,397.70983391293925,795.4196678258785
2024-10-31,40,3557.698,43,2024-10-31 19:30:00,7115.396,19.5,19,2024-10,10,20.458033217412154,79.54196678258785,39.770983391293925,79.54196678258785,99.42745847823481,198.85491695646962,198.85491695646962,397.70983391293925,397.70983391293925,795.4196678258785
2024-10-31,41,3530.266,42,2024-10-31 20:00:00,7060.532,20.0,20,2024-10,10,20.510151151350904,79.4898488486491,39.74492442432455,79.4898488486491,99.36231106081138,198.72462212162276,198.72462212162276,397.4492442432455,397.4492442432455,794.898488486491
2024-10-31,42,3517.8,42,2024-10-31 20:30:00,7035.6,20.5,20,2024-10,10,20.510151151350904,79.4898488486491,39.74492442432455,79.4898488486491,99.36231106081138,198.72462212162276,198.72462212162276,397.4492442432455,397.4492442432455,794.898488486491
2024-10-31,43,3559.766,45,2024-10-31 21:00:00,7119.532,21.0,21,2024-10,10,19.698258351536214,80.30174164846379,40.150870824231895,80.30174164846379,100.37717706057974,200.75435412115948,200.75435412115948,401.50870824231896,401.50870824231896,803.0174164846379
2024-10-31,44,3631.232,46,2024-10-31 21:30:00,7262.464,21.5,21,2024-10,10,19.698258351536214,80.30174164846379,40.150870824231895,80.30174164846379,100.37717706057974,200.75435412115948,200.75435412115948,401.50870824231896,401.50870824231896,803.0174164846379
2024-10-31,45,3775.452,47,2024-10-31 22:00:00,7550.904,22.0,22,2024-10,10,20.297483608910632,79.70251639108938,39.85125819554469,79.70251639108938,99.62814548886172,199.25629097772344,199.25629097772344,398.5125819554469,398.5125819554469,797.0251639108938
2024-10-31,46,3811.938,47,2024-10-31 22:30:00,7623.876,22.5,22,2024-10,10,20.297483608910632,79.70251639108938,39.85125819554469,79.70251639108938,99.62814548886172,199.25629097772344,199.25629097772344,398.5125819554469,398.5125819554469,797.0251639108938
2024-10-31,47,3772.55,47,2024-10-31 23:00:00,7545.1,23.0,23,2024-10,10,19.697642881093174,80.30235711890683,40.15117855945341,80.30235711890683,100.37794639863354,200.75589279726708,200.75589279726708,401.51178559453416,401.51178559453416,803.0235711890683
2024-10-31,48,3707.252,46,2024-10-31 23:30:00,7414.504,23.5,23,2024-10,10,19.697642881093174,80.30235711890683,40.15117855945341,80.30235711890683,100.37794639863354,200.75589279726708,200.75589279726708,401.51178559453416,401.51178559453416,803.0235711890683
2024-11-01,1,3676.72,46,2024-11-01 00:00:00,7353.44,0.0,0,2024-11,11,20.222820298151387,79.77717970184861,39.888589850924305,79.77717970184861,99.72147462731077,199.44294925462154,199.44294925462154,398.8858985092431,398.8858985092431,797.7717970184862
2024-11-01,2,3617.966,46,2024-11-01 00:30:00,7235.932,0.5,0,2024-11,11,20.222820298151387,79.77717970184861,39.888589850924305,79.77717970184861,99.72147462731077,199.44294925462154,199.44294925462154,398.8858985092431,398.8858985092431,797.7717970184862
2024-11-01,3,3572.154,45,2024-11-01 01:00:00,7144.308,1.0,1,2024-11,11,20.280417982592308,79.71958201740769,39.859791008703844,79.71958201740769,99.64947752175961,199.29895504351921,199.29895504351921,398.59791008703843,398.59791008703843,797.1958201740769
2024-11-01,4,3440.71,44,2024-11-01 01:30:00,6881.42,1.5,1,2024-11,11,20.280417982592308,79.71958201740769,39.859791008703844,79.71958201740769,99.64947752175961,199.29895504351921,199.29895504351921,398.59791008703843,398.59791008703843,797.1958201740769
2024-11-01,5,3107.992,43,2024-11-01 02:00:00,6215.984,2.0,2,2024-11,11,19.943002877736166,80.05699712226384,40.02849856113192,80.05699712226384,100.0712464028298,200.1424928056596,200.1424928056596,400.2849856113192,400.2849856113192,800.5699712226384
2024-11-01,6,2826.384,41,2024-11-01 02:30:00,5652.768,2.5,2,2024-11,11,19.943002877736166,80.05699712226384,40.02849856113192,80.05699712226384,100.0712464028298,200.1424928056596,200.1424928056596,400.2849856113192,400.2849856113192,800.5699712226384
2024-11-01,7,2539.13,36,2024-11-01 03:00:00,5078.26,3.0,3,2024-11,11,20.8391851102172,79.1608148897828,39.5804074448914,79.1608148897828,98.9510186122285,197.902037224457,197.902037224457,395.804074448914,395.804074448914,791.608148897828
2024-11-01,8,2488.156,34,2024-11-01 03:30:00,4976.312,3.5,3,2024-11,11,20.8391851102172,79.1608148897828,39.5804074448914,79.1608148897828,98.9510186122285,197.902037224457,197.902037224457,395.804074448914,395.804074448914,791.608148897828
2024-11-01,9,2361.004,34,2024-11-01 04:00:00,4722.008,4.0,4,2024-11,11,20.1202846972612,79.8797153027388,39.9398576513694,79.8797153027388,99.8496441284235,199.699288256847,199.699288256847,399.398576513694,399.398576513694,798.797153027388
2024-11-01,10,2191.852,29,2024-11-01 04:30:00,4383.704,4.5,4,2024-11,11,20.1202846972612,79.8797153027388,39.9398576513694,79.8797153027388,99.8496441284235,199.699288256847,199.699288256847,399.398576513694,399.398576513694,798.797153027388
2024-11-01,11,2022.186,30,2024-11-01 05:00:00,4044.372,5.0,5,2024-11,11,20.02100951624113,79.97899048375888,39.98949524187944,79.97899048375888,99.9737381046986,199.9474762093972,199.9474762093972,399.8949524187944,399.8949524187944,799.7899048375888
2024-11-01,12,2086.734,30,2024-11-01 05:30:00,4173.468,5.5,5,2024-11,11,20.02100951624113,79.97899048375888,39.98949524187944,79.97899048375888,99.9737381046986,199.9474762093972,199.9474762093972,399.8949524187944,399.8949524187944,799.7899048375888
2024-11-01,13,1942.664,26,2024-11-01 06:00:00,3885.328,6.0,6,2024-11,11,20.15062663563941,79.84937336436059,39.924686682180294,79.84937336436059,99.81171670545073,199.62343341090147,199.62343341090147,399.24686682180294,399.24686682180294,798.4937336436059
2024-11-01,14,1989.966,25,2024-11-01 06:30:00,3979.932,6.5,6,2024-11,11,20.15062663563941,79.84937336436059,39.924686682180294,79.84937336436059,99.81171670545073,199.62343341090147,199.62343341090147,399.24686682180294,399.24686682180294,798.4937336436059
2024-11-01,15,1765.712,25,2024-11-01 07:00:00,3531.424,7.0,7,2024-11,11,20.94240086369873,79.05759913630126,39.52879956815063,79.05759913630126,98.82199892037657,197.64399784075314,197.64399784075314,395.2879956815063,395.2879956815063,790.5759913630126
2024-11-01,16,1345.226,16,2024-11-01 07:30:00,2690.452,7.5,7,2024-11,11,20.94240086369873,79.05759913630126,39.52879956815063,79.05759913630126,98.82199892037657,197.64399784075314,197.64399784075314,395.2879956815063,395.2879956815063,790.5759913630126
2024-11-01,17,985.35,8,2024-11-01 08:00:00,1970.7,8.0,8,2024-11,11,21.232180063462582,78.76781993653742,39.38390996826871,78.76781993653742,98.45977492067178,196.91954984134355,196.91954984134355,393.8390996826871,393.8390996826871,787.6781993653742
2024-11-01,18,765.494,8,2024-11-01 08:30:00,1530.988,8.5,8,2024-11,11,21.232180063462582,78.76781993653742,39.38390996826871,78.76781993653742,98.45977492067178,196.91954984134355,196.91954984134355,393.8390996826871,393.8390996826871,787.6781993653742
2024-11-01,19,241.056,5,2024-11-01 09:00:00,482.112,9.0,9,2024-11,11,20.89427336329444,79.10572663670555,39.55286331835278,79.10572663670555,98.88215829588194,197.76431659176387,197.76431659176387,395.52863318352775,241.056,791.0572663670555
2024-11-01,20,98.234,2,2024-11-01 09:30:00,196.468,9.5,9,2024-11,11,20.89427336329444,79.10572663670555,39.55286331835278,79.10572663670555,98.234,197.76431659176387,98.234,395.52863318352775,98.234,791.0572663670555
