Date,Settlement_Period,total_curtailment_MWh,num_farms_curtailed,Datetime,curtailment_MW,Hour,HourInt,Month,MonthInt,dc_util_pct,dc_headroom_pct,absorbed_Small DC cluster (200 MW)_MWh,flex_avail_Small DC cluster (200 MW)_MW,absorbed_Medium portfolio (500 MW)_MWh,flex_avail_Medium portfolio (500 MW)_MW,absorbed_Large portfolio (1 GW)_MWh,flex_avail_Large portfolio (1 GW)_MW,absorbed_Full UK flex (2 GW)_MWh,flex_avail_Full UK flex (2 GW)_MW
2024-04-02,42,206.366,8,2024-04-02 20:30:00,412.732,20.5,20,2024-04,4,20.529032977204423,79.47096702279558,39.73548351139779,79.47096702279558,99.33870877849448,198.67741755698896,198.67741755698896,397.3548351139779,206.366,794.7096702279558
2024-04-02,43,235.3,7,2024-04-02 21:00:00,470.6,21.0,21,2024-04,4,19.889254134886052,80.11074586511396,40.05537293255698,80.11074586511396,100.13843233139244,200.27686466278487,200.27686466278487,400.55372932556975,235.3,801.1074586511395
2024-04-02,44,197.982,8,2024-04-02 21:30:00,395.964,21.5,21,2024-04,4,19.889254134886052,80.11074586511396,40.05537293255698,80.11074586511396,100.13843233139244,200.27686466278487,197.982,400.55372932556975,197.982,801.1074586511395
2024-04-02,45,148.46,6,2024-04-02 22:00:00,296.92,22.0,22,2024-04,4,20.242394645252904,79.7576053547471,39.87880267737355,79.7576053547471,99.69700669343388,199.39401338686775,148.46,398.7880267737355,148.46,797.576053547471
2024-04-02,46,81.3,3,2024-04-02 22:30:00,162.6,22.5,22,2024-04,4,20.242394645252904,79.7576053547471,39.87880267737355,79.7576053547471,81.3,199.39401338686775,81.3,398.7880267737355,81.3,797.576053547471
2024-04-02,47,48.05,2,2024-04-02 23:00:00,96.1,23.0,23,2024-04,4,20.42368693368122,79.57631306631878,39.78815653315939,79.57631306631878,48.05,198.94078266579692,48.05,397.88156533159383,48.05,795.7631306631877
2024-04-02,48,20.3,1,2024-04-02 23:30:00,40.6,23.5,23,2024-04,4,20.42368693368122,79.57631306631878,20.3,79.57631306631878,20.3,198.94078266579692,20.3,397.88156533159383,20.3,795.7631306631877
2024-04-03,3,9.6,1,2024-04-03 01:00:00,19.2,1.0,1,2024-04,4,20.194270644784808,79.80572935521519,9.6,79.80572935521519,9.6,199.51432338803798,9.6,399.02864677607596,9.6,798.0572935521519
2024-04-03,4,44.016,1,2024-04-03 01:30:00,88.032,1.5,1,2024-04,4,20.194270644784808,79.80572935521519,39.902864677607596,79.80572935521519,44.016,199.51432338803798,44.016,399.02864677607596,44.016,798.0572935521519
2024-04-03,5,44.116,1,2024-04-03 02:00:00,88.232,2.0,2,2024-04,4,19.94126133890743,80.05873866109258,40.02936933054629,80.05873866109258,44.116,200.14684665273145,44.116,400.2936933054629,44.116,800.5873866109258
2024-04-03,6,26.55,1,2024-04-03 02:30:00,53.1,2.5,2,2024-04,4,19.94126133890743,80.05873866109258,26.55,80.05873866109258,26.55,200.14684665273145,26.55,400.2936933054629,26.55,800.5873866109258
2024-04-03,7,30.934,1,2024-04-03 03:00:00,61.868,3.0,3,2024-04,4,19.84114165053785,80.15885834946215,30.934,80.15885834946215,30.934,200.39714587365538,30.934,400.79429174731075,30.934,801.5885834946215
2024-04-03,8,5.4,1,2024-04-03 03:30:00,10.8,3.5,3,2024-04,4,19.84114165053785,80.15885834946215,5.4,80.15885834946215,5.4,200.39714587365538,5.4,400.79429174731075,5.4,801.5885834946215
